AcceptedAnswerId,AnswerCount,CommentCount,CommunityOwnedDate,CreationDate,FavoriteCount,Id,Important,LastActivityDate,LastEditDate,LastEditorDisplayName,LastEditorUserId,OwnerUserId,PostTypeId,Score,Tags,Title,ViewCount,,
Yes,5,0,,09/29/2008,100,149294,unknown,2015-11-17T17:20:09.423,2013-05-16T13:19:42.950,Ned Batchelder,1523648,17613,1,8,java,Restrict dependencies between Java packages,10,,
No,5,0,,09/29/2008,100,149307,unknown,2016-01-28T14:14:57.637,2014-08-30T21:08:49.040,Jeff Yang,3366929,0,1,6,python,Background tasks on appengine,10,,
Yes,5,0,,09/29/2008,100,149336,unknown,2016-01-15T11:45:40.673,2015-09-02T13:40:53.500,jjnguy,211160,6386,1,36,c++,"Practical Uses for the ""Curiously Recurring Template Pattern""",10,,
No,5,0,,09/29/2008,100,149363,unknown,2009-07-28T09:10:41.583,,OwenP,0,0,1,1,c#,Compact Framework DirectShow Based Camera with Preview,10,,
Yes,5,0,,09/29/2008,100,149421,unknown,2015-03-24T19:00:37.567,2009-02-25T03:00:06.370,Andrew Cowenhoven,1,305,1,21,html,Implementing a resizable textarea?,10,,
No,5,0,,09/29/2008,100,149485,unknown,2008-09-29T20:21:37.880,,Paul,0,0,1,5,php,How to store configuration parameters in SVN?,10,,
Yes,5,0,,09/29/2008,100,149488,unknown,2010-12-01T06:00:11.017,2008-10-02T04:23:05.850,EndangeredMassa,123,14069,1,35,c++,Disk-backed STL container classes?,10,,
Yes,15,0,,09/29/2008,100,149491,unknown,2013-05-17T14:28:22.060,2010-02-03T21:13:28.350,Chris Hanson,63550,14533,1,22,c#,Pascal casing or Camel Casing for C# code?,10,,
Yes,5,5,,09/29/2008,100,149500,unknown,2016-01-27T21:21:29.637,2016-01-27T21:21:29.637,jwarzech,4639281,20630,1,39,c++,What does the comma operator do?,10,,
Yes,5,0,,09/29/2008,100,149506,unknown,2012-06-22T14:41:30.393,2011-04-27T09:15:53.073,zacherates,2648,2648,1,14,java,annotation based Spring bean validation,10,,
No,5,0,,09/29/2008,100,149559,unknown,2015-02-19T01:50:51.783,2008-09-30T02:28:46.640,Aeon,18676,18676,1,2,python,Python desktop widgets,10,,
Yes,15,0,,09/29/2008,100,149573,unknown,2016-01-17T09:19:43.557,2008-09-29T16:51:40.193,pcorcoran,4203,4196,1,184,jquery,"Check if option is selected with jQuery, if not select a default",100,,
Yes,5,0,,09/29/2008,100,149585,unknown,2013-09-08T22:10:33.437,,Micky McQuade,0,17865,1,16,python,BeautifulSoup's Python 3 compatibility,10,,
Yes,5,0,,09/29/2008,100,149593,unknown,2008-09-29T19:11:27.690,2008-09-29T19:11:27.707,Jason Etheridge,1786,17176,1,0,c#,How do you define a type in a Linq 2 SQL mapping?,10,,
Yes,15,0,,09/29/2008,100,149600,unknown,2015-07-23T16:25:30.647,2015-07-23T16:25:30.647,Bill James,64046,556,1,32,php,Php code formatter / beautifier and php beautification in general,10,,
Yes,15,0,,09/29/2008,100,149609,unknown,2011-05-04T03:58:51.783,2009-04-11T21:52:20.127,Jon Schneider,1,21299,1,32,c#,"C# ""Using"" Syntax",10,,
Yes,5,0,,09/29/2008,100,149627,unknown,2012-03-22T20:37:49.570,2008-09-29T19:06:27.780,Alex Gartrell,17712,17712,1,1,mysql,SQL clone record with a unique index,10,,
Yes,5,0,,09/29/2008,100,149632,unknown,2008-09-29T18:00:58.280,2008-09-29T17:59:30.517,CodeSlave,21691,21691,1,2,c#,Way to Stop a Windows Service when CanStop is set to False (C#),10,,
No,5,0,,09/29/2008,100,149662,unknown,2008-09-30T07:58:03.433,,goodwill,0,0,1,5,java,Is there an implementation of AJP protocole in Java?,10,,
Yes,15,0,,09/29/2008,100,149690,unknown,2015-02-25T06:24:02.607,,Electrons_Ahoy,0,0,1,8,mysql,Search for text between delimiters in MySQL,10,,
Yes,5,0,,09/29/2008,100,149710,unknown,2008-12-01T21:05:14.180,,marxidad,0,23524,1,11,c++,Interlocked equivalent on Linux,10,,
Yes,5,0,,09/29/2008,100,149772,unknown,2013-08-23T15:18:00.143,,Thohan,0,9403,1,160,mysql,How to use GROUP BY to concatenate strings in MySQL?,100,,
Yes,5,0,,09/29/2008,100,149796,unknown,2015-08-06T06:55:31.813,,patmortech,0,15872,1,3,mysql,Is there a disadvantage to blindly using INSERT in MySQL?,10,,
Yes,5,0,2008-10-01T15:40:53.733,09/29/2008,100,149821,unknown,2012-05-17T22:09:24.673,2012-05-17T22:09:24.673,Haacked,319266,681,1,28,jquery,Use jQuery to send Excel data using AJAX,50,,
Yes,5,0,,09/29/2008,100,149823,unknown,2011-02-24T23:48:34.867,,Austin Salonen,0,20748,1,2,c#,Accessing a dynamitcally added buttoncolumn's (in a Datagrid) click event. C#/ASP.NET,10,,
Yes,5,0,,09/29/2008,100,149909,unknown,2010-06-30T19:55:30.633,2008-09-29T18:10:40.770,Kamikaze Mercenary,7839,7839,1,2,c#,How can I use a type with generic arguments as a constraint?,10,,
Yes,5,0,,09/29/2008,100,149932,unknown,2008-10-08T07:43:25.317,2008-09-29T18:35:11.770,blowdart,11574,11574,1,39,java,Naming conventions for threads?,10,,
Yes,15,0,,09/29/2008,100,149937,unknown,2015-02-22T22:05:18.230,2011-11-27T10:34:31.247,John Topley,50049,23249,1,4,java,Creating non-reverse-engineerable Java programs,10,,
Yes,5,0,,09/29/2008,100,149977,unknown,2008-10-02T18:10:23.973,2008-09-29T18:45:27.970,Gaius,13913,13913,1,0,c#,C# ResetBinding flip the DataGridView *Updated with example*,10,,
Yes,5,0,,09/29/2008,100,149995,unknown,2014-08-10T13:13:09.030,2012-09-07T16:40:25.550,Branan,1561378,0,1,7,c++,Getting different header size by changing window size,10,,
Yes,5,0,,09/29/2008,100,150017,unknown,2009-01-04T07:52:37.803,2009-01-04T07:52:37.803,navicore,14444,23553,1,1,c#,Case Sensitivity when querying SQL Server 2005 from .NET using OleDB,10,,
Yes,5,0,,09/29/2008,100,150031,unknown,2015-03-17T08:01:48.523,2015-03-17T08:01:48.523,Doug T.,4535131,13115,1,3,c#,Implementing rulers in C# form,10,,
Yes,5,0,,09/29/2008,100,150033,unknown,2016-03-02T09:47:03.420,2015-05-13T01:41:01.073,Fntastic,67579,85,1,115,jquery,Regular expression to match non-English characters?,50,,
Yes,5,0,,09/29/2008,100,150058,unknown,2014-07-25T19:44:41.657,2008-09-29T19:02:28.710,Mike McAllister,507,12332,1,11,mysql,"mysql ""drop database"" takes time -- why?",10,,
Yes,5,0,,09/29/2008,100,150084,unknown,2008-10-22T17:45:04.723,,Marc Gravell,0,5548,1,1,c#,Abstracting storage data structures within XPath,10,,
Yes,5,0,,09/29/2008,100,150104,unknown,2008-09-29T19:16:11.440,,Mark Biek,0,7617,1,1,c#,Exception Thrown Causes RunTime Error,10,,
Yes,5,0,,09/29/2008,100,150114,unknown,2015-07-04T16:01:06.990,2008-09-29T19:01:56.013,Gaius,22381,22381,1,26,c#,"Parsing Performance (If, TryParse, Try-Catch)",10,,
Yes,5,0,,09/29/2008,100,150124,unknown,2008-09-29T19:00:43.083,,Panos,0,13732,1,0,c#,C# .NET / javascript : Collapsable Table Rows - what about this is wrong?,10,,
Yes,5,0,,09/29/2008,100,150153,unknown,2010-10-26T14:44:21.897,,Pete,0,4140,1,3,c#,NHibernate ICriteria - Does the sort allow for null?,10,,
Yes,5,0,,09/29/2008,100,150167,unknown,2015-02-02T09:54:51.670,,Jacco,0,1310,1,54,java,How do I list / export private keys from a keystore?,50,,
No,5,0,,09/29/2008,100,150183,unknown,2013-11-12T19:17:02.637,2011-03-23T13:26:18.010,Mario,306276,2648,1,16,java,send e-mail and check status,10,,
Yes,5,0,,09/29/2008,100,150186,unknown,2008-09-30T03:23:32.203,,Rob Cooper,0,6367,1,0,c++,How to order headers in .NET C++ projects,10,,
Yes,5,0,,09/29/2008,100,150191,unknown,2012-05-17T15:16:31.647,2012-05-17T15:16:31.647,Cristiano Sanchez,106224,12386,1,3,css,"In firebug, how do I find out all of the css styles being applied to a particular element?",10,,
Yes,15,0,,09/29/2008,100,150192,unknown,2012-10-10T21:19:14.887,2008-09-29T19:25:30.807,Serge - appTranslator,1666,13209,1,56,java,Using underscores in Java variables and method names,50,,
Yes,5,0,,09/29/2008,100,150208,unknown,2012-05-06T20:06:13.137,2010-01-05T16:16:12.070,Melikoth,184528,549,1,29,html,How do I convert HTML to RTF (Rich Text) in .NET without paying for a component?,50,,
Yes,5,0,,09/29/2008,100,150213,unknown,2008-09-29T22:12:46.337,,palehorse,0,13700,1,1,c#,"How do I use LINQ to query for items, but also include missing items?",10,,
No,5,0,,09/29/2008,100,150269,unknown,2012-09-07T16:40:28.547,2012-09-07T16:40:28.547,DMKing,1561378,0,1,3,c++,Finding un-referenced methods in a C++ app,10,,
Yes,5,0,,09/29/2008,100,150284,unknown,2015-03-27T15:34:48.623,2009-04-03T22:09:30.833,Gulzar,19074,3051,1,7,python,What is the difference between __reduce__ and __reduce_ex__?,10,,
Yes,5,0,,09/29/2008,100,150294,unknown,2015-01-04T06:11:01.387,2015-01-04T06:11:01.387,Issac Kelly,,321731,5861,1,14,c++,How to programmatically get the CPU cache page size in C++?,10,
Yes,5,0,,09/29/2008,100,150329,unknown,2014-08-28T10:40:55.957,2011-11-19T16:55:26.923,Ross,50776,20483,1,1,c#,404 page that displays requested page,10,,
Yes,5,0,,09/29/2008,100,150332,unknown,2012-04-16T21:18:53.877,2012-04-16T21:18:53.877,rec,385844,0,1,13,c#,Combining Lists in Lambda/LINQ,10,,
Yes,5,0,,09/29/2008,100,150341,unknown,2015-07-16T07:54:26.197,,ctrlShiftBryan,0,3285,1,5,c#,TDD and Mocking out TcpClient,10,,
Yes,15,0,,09/29/2008,1000,150355,unknown,2015-07-30T11:06:58.430,2015-01-04T19:16:56.063,Jeff Atwood,321731,5066,1,298,c++,Programmatically find the number of cores on a machine,100,,
Yes,5,0,,09/29/2008,100,150375,unknown,2015-03-30T10:24:19.327,2015-03-30T10:24:19.327,Stimy,100297,4766,1,18,python,How do you break into the debugger from Python source code?,10,,
Yes,5,0,,09/29/2008,100,150384,unknown,2008-09-30T07:58:00.453,,Robert Gould,0,13430,1,1,html,text that only exists if css is enabled,10,,
Yes,15,0,,09/29/2008,100,150403,unknown,2012-07-22T18:57:32.177,2012-07-22T18:57:32.177,Jason Etheridge,918414,17255,1,20,java,Desktop Applications: Architectural Frameworks?,10,,
Yes,5,0,,09/29/2008,100,150405,unknown,2008-11-03T14:25:25.547,2008-11-03T14:25:25.547,mattlant,23855,5261,1,2,php,Will upgrading Php 5.2.5 to 5.2.6 result in any problems?,10,,
Yes,5,0,,09/29/2008,100,150416,unknown,2008-10-09T19:18:46.363,,Paul,0,5551,1,1,c#,Tracking Globalization progress,10,,
No,5,0,,09/29/2008,100,150471,unknown,2011-11-09T16:59:11.593,,steve,0,0,1,4,c#,DataGridView's bound table only generates one RowChanged event on a double-click. How do I make it do two?,10,,
Yes,15,0,,09/29/2008,1000,150479,unknown,2016-02-04T21:05:22.190,2013-05-19T19:13:57.377,George Mauer,661933,2635,1,254,c#,"Order of items in classes: Fields, Properties, Constructors, Methods",50,,
No,5,0,,09/29/2008,100,150509,unknown,2011-01-26T22:53:50.813,2008-09-30T02:21:41.277,Antti Rasinen,9837,9837,1,2,c#,Get list of available Windows audio file formats,10,,
Yes,5,0,,09/29/2008,100,150513,unknown,2014-06-26T08:02:52.697,2009-03-03T17:02:56.153,Jacob,3043,3043,1,4,html,HTML input style to hide the box but show the contents,10,,
No,5,0,,09/29/2008,100,150517,unknown,2011-03-19T15:27:43.253,,Haacked,0,23582,1,7,python,Send file using POST from a Python script,10,,
Yes,5,0,,09/29/2008,100,150532,unknown,2010-02-14T23:20:10.763,2010-02-14T23:20:10.763,moocha,2598,2598,1,8,python,How Does One Read Bytes from File in Python,10,,
Yes,5,0,,09/29/2008,100,150535,unknown,2013-06-06T15:23:20.250,,Adam Bellaire,0,208,1,5,css,Jagged Button edges in Internet Explorer,10,,
Yes,5,0,,09/29/2008,100,150544,unknown,2008-09-30T00:42:02.717,,Nigel Campbell,0,17693,1,51,c#,Can you catch a native exception in C# code?,10,,
Yes,5,0,,09/29/2008,100,150554,unknown,2008-09-30T23:30:05.890,2008-09-29T20:59:34.297,Chris,17337,17337,1,1,java,What is the minimum length number the luhn algorithm will work on?,10,,
Yes,5,0,,09/29/2008,100,150577,unknown,2010-04-17T11:42:32.603,,DK,0,16511,1,29,html,Which browser has the best support for HTML 5 currently?,100,,
Yes,5,0,,09/29/2008,100,150588,unknown,2008-12-17T03:13:54.147,2008-10-09T19:00:48.303,Chris Hanson,16511,16511,1,8,mysql,How much difference does BLOB or TEXT make in comparison with VARCHAR()?,10,,
Yes,5,0,,09/29/2008,100,150606,unknown,2008-09-29T22:07:16.147,,Zack,0,0,1,1,html,JavaScript highlight table cell on tab in field,10,,
Yes,5,0,,09/29/2008,100,150610,unknown,2015-11-21T10:26:54.147,2008-10-08T15:39:27.663,Dave L.,15401,452521,1,3,mysql,Selecting unique rows in a set of two possibilities,10,,
Yes,5,0,,09/29/2008,100,150622,unknown,2008-09-29T21:01:35.523,2008-09-29T21:01:35.523,rathkopf,2287,144,1,1,mysql,How to select from Varchar where where `Value` is not part of a group,10,,
Yes,15,0,,09/29/2008,100,150637,unknown,2012-09-25T21:14:23.380,2009-01-09T21:06:05.553,Blair Conrad,42223,16511,1,114,php,Why are the built in functions in PHP named so randomly?,10,,
Yes,5,0,,09/29/2008,100,150646,unknown,2015-08-28T23:26:47.600,,Graeme Perrow,0,2628,1,6,java,How Do I Create a New Excel File Using JXL?,10,,
Yes,5,0,,09/29/2008,100,150653,unknown,2014-03-21T03:20:50.313,,alfinoba,0,270,1,14,java,Java obfuscation - ProGuard/yGuard/other?,10,,
No,5,0,,09/29/2008,100,150687,unknown,2009-01-22T01:38:49.247,,Bjorn Reppen,0,0,1,0,c#,AJAX.NET Subscribe to Reorderlist ItemCommand or DeleteCommand?,10,,
Yes,5,0,,09/29/2008,100,150705,unknown,2008-09-29T21:37:04.207,,Prakash,0,23609,1,1,python,Is there any Visual Library alternative to wxPython that supports CSS/Style Sheets?,10,,
Yes,5,0,,09/29/2008,100,150726,unknown,2015-04-03T03:17:42.047,2011-12-13T03:48:15.203,Jason Etheridge,365102,0,1,9,c++,C++ having cin read a return character,10,,
Yes,5,0,,09/29/2008,100,150735,unknown,2008-11-02T01:28:22.307,2008-11-02T01:28:22.307,Matt Hamilton,3850,5486,1,0,c#,Getting the GUID of a VS 2008 tool window,10,,
No,5,0,,09/29/2008,100,150743,unknown,2008-09-29T21:30:29.447,2008-09-29T21:25:07.400,Douglas Leeder,1175,23610,1,6,python,What exceptions might a Python function raise?,10,,
Yes,5,0,,09/29/2008,100,150781,unknown,2016-02-23T01:45:27.903,2008-10-17T13:16:36.360,Craig Angus,5171,5291,1,7,android,Porting Android's Java VM to the iPhone?,10,,
Yes,5,0,,09/29/2008,100,150803,unknown,2008-09-30T08:04:03.963,,MrValdez,0,986,1,3,c++,Side effects of calling RegisterWindow multiple times with same window class?,10,,
Yes,5,0,,09/29/2008,100,150805,unknown,2009-12-04T23:59:51.343,,MarkR,0,18313,1,12,c#,Best way to track down a memory leak (C#) only visible on one customer's box,10,,
No,5,0,,09/29/2008,100,150820,unknown,2011-06-21T19:02:20.383,2011-06-21T19:02:20.383,buyutec,173514,4893,1,2,java,Strategies for Data Loading and DB Initialization for Integration Tests,10,,
Yes,5,0,,09/29/2008,100,150849,unknown,2015-05-03T02:47:32.620,2015-05-03T02:47:32.620,moocha,15168,1505846,1,9,java,How to get JRE/JDK with matching source?,10,,
Yes,5,0,,09/29/2008,100,150935,unknown,2009-10-19T04:41:46.010,2009-10-19T04:41:46.010,Haacked,18437,14606,1,3,c#,What's the best way for a .NET windows forms application to update itself?,10,,
Yes,5,5,,09/29/2008,100,150994,unknown,2010-07-28T23:37:11.933,2008-11-29T12:37:28.420,Eddie,2644,14606,1,23,c#,What's the best way for a .NET winforms application to update itself without using ClickOnce?,10,,
Yes,5,0,,09/29/2008,100,151000,unknown,2014-04-14T11:51:19.407,2014-04-14T11:51:19.407,dmercer,1482460,11574,1,4,c#,Finalizers and Dispose,10,,
Yes,15,0,2010-12-08T05:39:50.620,09/29/2008,1000,151005,unknown,2016-02-12T11:07:02.200,2014-10-09T19:04:06.660,craigmoliver,16587,19242,1,1011,c#,Create Excel (.XLS and .XLSX) file from C#,100,,
Yes,5,5,,09/29/2008,100,151021,unknown,2008-10-01T19:51:26.737,2008-09-29T23:46:37.140,Ken,16299,16299,1,17,c#,Is it OK to use static variables to cache information in ASP.net?,10,,
Yes,15,0,,09/29/2008,100,151046,unknown,2015-12-11T11:13:35.823,2011-12-08T12:58:59.080,jmein,560648,3594,1,17,c++,How can I detect the last iteration in a loop over std::map?,10,,
Yes,5,0,2008-09-29T22:41:40.197,09/29/2008,100,151051,unknown,2015-02-10T16:39:50.633,2012-04-10T21:54:50.140,Blair Conrad,168868,17174,1,149,c#,When should I use GC.SuppressFinalize()?,50,,
Yes,5,0,,09/29/2008,100,151124,unknown,2012-05-04T20:20:52.420,2012-05-04T20:20:52.420,Ken Wootton,352841,9328,1,14,c++,Which is correct? catch (_com_error e) or catch (_com_error& e)?,10,,
Yes,5,0,,09/29/2008,100,151195,unknown,2013-09-20T07:28:28.917,,Jason Etheridge,0,0,1,36,mysql,Possible to use SQL to sort by date but put null dates at the back of the results set?,10,,
Yes,5,0,,09/29/2008,100,151199,unknown,2014-11-11T15:27:33.930,2014-05-27T00:55:13.140,Kevin,2446155,4872,1,139,python,How do I calculate number of days betwen two dates using Python?,100,,
No,5,0,,09/29/2008,100,151204,unknown,2009-07-24T09:11:54.100,,marxidad,0,18320,1,4,java,How to configure Caucho Resin's Java classpath to the system's library directory,10,,
No,15,5,,09/29/2008,100,151210,unknown,2011-09-02T20:15:02.383,2011-09-02T20:15:02.383,Uhall,811,17145,1,5,c#,Are these interview questions too challenging for beginners?,10,,
No,5,0,,09/29/2008,100,151216,unknown,2013-10-07T11:58:17.323,2013-09-18T15:02:12.420,Toran Billups,26133,0,1,13,php,PHP + Quickbooks integration (API),10,,
Yes,5,0,,09/30/2008,100,151299,unknown,2009-10-16T06:27:01.367,2009-01-12T02:31:27.627,Chris Upchurch,23071,23071,1,17,c++,Embedding SVN Revision number at compile time in a Windows app,10,,
Yes,5,0,,09/30/2008,100,151350,unknown,2015-04-30T07:08:26.123,2012-02-06T10:42:02.930,Joe Sea,-1,9825,1,46,c#,IDE's for C# development on Linux?,10,,
Yes,5,0,,09/30/2008,100,151369,unknown,2008-10-01T03:29:20.620,2008-10-01T03:29:20.620,Bob Cross,10116,10116,1,5,html,Tools for refactoring table-based HTML layouts to CSS?,10,,
Yes,5,0,,09/30/2008,100,151413,unknown,2016-01-15T15:48:13.017,2008-09-30T01:35:10.263,alexandrul,10793,10793,1,12,c#,"How to solve HTTP status 405 ""Method Not Allowed"" when calling Web Services",50,,
Yes,5,0,,09/30/2008,100,151414,unknown,2008-09-30T13:33:40.707,2008-09-30T13:33:40.707,coldice,14749,21176,1,8,java,Explain the JVM Directory Layout on Mac OSX Leopard,10,,
Yes,15,0,,09/30/2008,100,151418,unknown,2016-01-29T11:36:12.693,2008-09-30T02:25:44.167,sontek,4592,4592,1,11,c++,Calling a C++ function pointer on a specific object instance,10,,
Yes,5,0,,09/30/2008,100,151438,unknown,2014-09-24T07:16:41.147,2008-12-09T20:56:54.580,Dillie-O,41860,22277,1,6,php,"Web ""frameworks"" for haXe to deploy in a PHP environment?",10,,
Yes,5,0,,09/30/2008,100,151496,unknown,2009-06-09T06:30:29.407,,jolson,0,0,1,1,java,Expressing Excel formula in Java (decimal to time interpretation),10,,
Yes,5,0,,09/30/2008,100,151528,unknown,2013-06-30T22:07:23.717,2013-06-30T22:07:23.717,Arne Evertsson,1047662,13800,1,5,html,Textarea in IE7 disappears on mouse over,10,,
Yes,5,0,,09/30/2008,100,151590,unknown,2016-01-27T21:42:39.080,2014-05-30T11:10:01.997,Portman,474189,4792,1,68,java,How to detect a remote side socket close?,50,,
Yes,5,0,,09/30/2008,100,151660,unknown,2013-09-20T07:56:21.817,2013-09-20T07:56:21.817,Dima,334451,4682,1,24,php,Can I trust PHP __destruct() method to be called?,10,,
Yes,5,0,2008-09-30T03:45:11.310,09/30/2008,100,151686,unknown,2011-10-21T00:28:39.253,2008-10-23T02:17:44.907,moocha,5504,5504,1,12,c#,Asynchronous WPF Commands,10,,
Yes,5,0,,09/30/2008,100,151691,unknown,2010-03-25T18:05:00.407,,chills42,0,10309,1,4,c#,C# Custom Applications that Access TFS,10,,
No,5,0,2008-09-30T03:56:43.170,09/30/2008,100,151700,unknown,2015-03-18T01:56:50.870,2008-09-30T05:47:44.917,Paul Dixon,5504,5504,1,4,c#,WPF Commands and Parameters,10,,
Yes,5,0,,09/30/2008,100,151728,unknown,2008-11-20T15:58:19.900,2008-11-03T13:16:08.993,Alexandre Brisebois,23855,3153,1,4,c++,"Developing for different platforms individually, does anyone recommend it?",10,,
No,5,0,2008-09-30T04:18:23.477,09/30/2008,100,151736,unknown,2008-09-30T04:31:46.907,,zacherates,0,22039,1,5,c#,Parameterized singleton patterns,10,,
Yes,5,0,,09/30/2008,100,151752,unknown,2013-10-24T07:38:35.440,2008-09-30T16:30:28.553,dragon,3798,3798,1,14,c#,Storyboards cant find ControlTemplate elments,10,,
Yes,15,0,,09/30/2008,1000,151777,unknown,2016-01-26T03:07:39.650,2015-12-14T07:56:26.377,chills42,1318946,61,1,1455,android,Saving Activity state on Android,100,,
Yes,5,0,,09/30/2008,100,151778,unknown,2014-02-22T21:47:07.703,2014-02-22T21:47:07.703,Omer van Kloeten,772385,16925,1,13,java,Alternatives to static methods in Java,10,,
Yes,5,0,,09/30/2008,100,151795,unknown,2013-06-06T15:03:28.187,,Matt,0,10778,1,0,css,Horizontal lines when clicking the button in Firefox,10,,
Yes,5,0,,09/30/2008,100,151812,unknown,2008-12-19T11:30:07.390,2008-12-19T11:30:07.407,defrex,47366,47366,1,1,c#,Search for information on building large enterprise systems,10,,
Yes,5,0,2008-09-30T05:16:49.060,09/30/2008,100,151841,unknown,2012-01-03T00:00:11.023,2008-09-30T06:22:44.253,Chris,13,14069,1,12,c++,High-level Compare And Swap (CAS) functions?,10,,
Yes,5,0,,09/30/2008,100,151846,unknown,2008-10-10T03:05:44.347,2008-10-10T03:05:44.347,Stephen Deken,6899,3176,1,6,python,Get other running processes window sizes in Python,10,,
No,5,0,,09/30/2008,100,151872,unknown,2009-01-01T08:41:52.757,2008-09-30T05:36:54.677,Mike Wills,372,0,1,0,c#,How can we set the visibility of a button placed inside a Infragistrics Windows Grid control,10,,
Yes,5,0,,09/30/2008,100,151873,unknown,2008-09-30T11:43:40.443,2008-09-30T11:43:40.443,Thomas Owens,14642,14642,1,2,c#,What is a good extendable blogging application for asp.net?,10,,
No,5,0,,09/30/2008,100,151874,unknown,2014-03-24T15:39:58.223,2014-02-22T21:55:08.323,Juan Manuel,772385,0,1,0,java,Not able to retrieve dates,10,,
Yes,5,0,,09/30/2008,100,151917,unknown,2008-10-01T05:53:27.890,,Arthur Thomas,0,18174,1,2,java,AutoLock in Java - how to?,10,,
Yes,5,0,,09/30/2008,100,151919,unknown,2015-02-19T21:52:24.710,2015-02-19T21:52:24.710,Andreas,3001761,22244,1,19,c++,When should I use __forceinline instead of inline?,10,,
Yes,5,0,,09/30/2008,100,151929,unknown,2011-01-10T16:27:15.590,2008-09-30T21:30:59.110,Nils,4279,8206,1,6,python,Errors with Python's mechanize module,10,,
Yes,5,0,,09/30/2008,100,151936,unknown,2015-05-22T20:09:40.203,2008-09-30T20:32:23.853,chris,234,234,1,20,c#,Does an empty array in .NET use any space?,10,,
Yes,5,0,,09/30/2008,100,151952,unknown,2015-10-23T11:12:47.207,2008-11-02T01:27:55.367,erickson,3850,1463,1,14,c#,What is Native Code?,10,,
Yes,5,0,,09/30/2008,100,151963,unknown,2012-08-31T09:48:25.700,,Curtis Inderwiesche,0,3085,1,18,c#,Asp.Net MVC: How do I get virtual url for the current controller/view?,10,,
Yes,15,0,,09/30/2008,1000,151969,unknown,2016-03-01T11:54:58.360,2016-02-23T16:07:13.390,hop,1306684,4682,1,1265,php,When to use self over $this?,100,,
No,15,0,2008-09-30T06:28:53.817,09/30/2008,1000,151974,unknown,2012-02-01T18:50:45.827,2011-09-18T01:57:24.423,Mike Stone,102937,22076,1,184,c++,C++ blogs that you regularly follow?,50,,
Yes,5,0,,09/30/2008,100,152005,unknown,2015-03-01T11:46:13.873,2008-10-02T15:53:05.770,Stephane,1737,22076,1,22,c++,How can currying be done in C++?,10,,
Yes,5,5,,09/30/2008,100,152006,unknown,2014-04-17T09:17:34.910,2008-09-30T10:16:53.177,SamS,7021,7021,1,31,php,change mime type of output in php,10,,
Yes,5,0,,09/30/2008,100,152016,unknown,2012-11-13T23:38:31.087,2008-10-01T00:22:12.227,warren,14065,23643,1,45,c++,Detecting CPU architecture compile-time,10,,
Yes,15,0,,09/30/2008,100,152019,unknown,2012-01-04T10:43:47.983,2012-01-04T10:43:47.983,Martin,368472,3834,1,68,c#,Will a future version of .NET support tuples in C#?,10,,
Yes,5,0,,09/30/2008,100,152028,unknown,2014-10-18T01:12:08.830,2008-09-30T07:11:05.247,Ogre Psalm33,369,20900,1,40,c#,Are there any 'ok' Image Recognition libraries for .NET?,10,,
Yes,15,0,,09/30/2008,100,152064,unknown,2008-11-05T00:54:34.543,,user4000670,0,14022,1,4,c++,How to measure performance in a C++ (MFC) application?,10,,
Yes,5,0,,09/30/2008,100,152068,unknown,2008-09-30T13:10:17.583,,Jason Baker,0,985,1,3,python,Is it OK to inspect properties beginning with underscore?,10,,
Yes,15,5,,09/30/2008,100,152077,unknown,2011-01-10T12:27:00.587,2008-09-30T07:34:13.583,Michael Carman,18722,18722,1,22,java,Programming against interfaces: Do you write interfaces for all your domain classes?,10,,
Yes,5,0,,09/30/2008,100,152084,unknown,2013-03-14T15:04:25.140,,epochwolf,0,3146,1,4,c++,Fixed point combinators in C++,10,,
No,5,0,,09/30/2008,100,152097,unknown,2008-12-07T00:32:09.733,2008-09-30T07:54:37.043,spoon16,0,0,1,6,c++,Logging/monitoring all function calls from an application,10,,
No,15,0,,09/30/2008,100,152101,unknown,2015-12-03T15:22:54.453,2014-04-04T01:57:48.490,Kanook,1113772,23701,1,61,php,MVC tutorial that doesn't rely on a framework?,10,,
Yes,5,0,,09/30/2008,100,152104,unknown,2012-12-17T09:10:32.823,,Kevin Fairchild,0,17981,1,2,jquery,Problems using jeditable and autogrow,10,,
Yes,5,0,,09/30/2008,100,152115,unknown,2008-09-30T13:27:10.990,,Andrew,0,22470,1,3,php,Gaussian distributions with PHP on a 24h time period,10,,
Yes,15,0,,09/30/2008,100,152120,unknown,2015-11-09T20:37:23.353,2008-11-19T01:28:00.627,steveth45,2660,4422,1,22,c#,Are there any open source projects using DDD (Domain Driven Design)?,10,,
Yes,5,0,,09/30/2008,100,152123,unknown,2012-08-08T14:54:14.310,2012-08-08T14:54:14.310,Nigel Campbell,1288,14022,1,2,c++,Animation in C++,10,,
No,5,0,,09/30/2008,100,152127,unknown,2009-04-12T10:12:01.547,,hop,0,0,1,18,java,Using Lucene to count results in categories,10,,
Yes,5,0,,09/30/2008,100,152138,unknown,2012-06-23T07:07:52.687,2012-06-23T07:07:52.687,Ludvig A Norin,0,23704,1,3,java,Java 1.4 synchronization: only allow one instance of method to run (non blocking)?,10,,
No,5,0,,09/30/2008,100,152140,unknown,2008-09-30T12:23:52.077,2008-09-30T09:07:14.873,Gaius,1007,22040,1,0,c++,Setup wxWidget in Netbeans 6.1 C++ On MS Windows?,10,,
