AcceptedAnswerId,AnswerCount,CommentCount,CommunityOwnedDate,CreationDate,FavoriteCount,Id,LastActivityDate,LastEditDate,LastEditorDisplayName,LastEditorUserId,OwnerUserId,PostTypeId,Score,Tags,Title,ViewCount,,
Yes,11,3,,09/24/2008,0,127205,2008-09-25T03:17:20.523,2008-09-24T13:46:14.857,John,0,0,1,6,java,Using 'this' as a parameter to a method call in a constructor,8234,,
No,3,0,,09/24/2008,0,127224,2010-10-22T17:26:23.747,,,0,21653,1,7,c#,log4net/c# - Different layout based on the level,2130,,
Yes,11,0,,09/24/2008,3,127233,2014-07-08T19:22:41.063,2008-09-24T13:52:47.587,amdfan,4965,3208,1,13,c#,Does Class need to implement IEnumerable to use Foreach,7720,,
Yes,4,0,,09/24/2008,2,127258,2008-12-22T15:53:12.393,2008-10-17T06:02:50.870,John Sheehan,1786,27870,1,4,c#,LINQ to XML Newbie Question: Returning More Than One Result,1356,,
No,3,0,,09/24/2008,0,127283,2012-11-05T19:04:47.990,,,0,17885,1,1,c#,ScriptManager.RegisterClientScript in a UserControl within a FormView inside an Async Panel,14154,,
Yes,10,3,,09/24/2008,3,127290,2008-09-25T12:06:25.727,2008-09-24T14:22:17.703,Edu Felipe,21648,21648,1,19,c++,Is it possible to subclass a C struct in C++ and use pointers to the struct in C code?,7786,,
Yes,4,0,,09/24/2008,2,127299,2014-01-22T08:24:12.943,,,0,387361,1,5,java,"Is there any way, in java, to check on the status of a windows service?",5639,,
Yes,7,1,,09/24/2008,5,127328,2012-07-16T20:56:21.743,,,0,2648,1,16,java,Java constants in JSP,24383,,
Yes,11,0,,09/24/2008,2,127360,2013-12-12T06:34:16.650,2013-12-12T06:34:16.650,,881229,1463,1,5,c#,Is there a rating system for the maintainability of source code?,824,,
No,6,0,,09/24/2008,2,127363,2013-09-24T13:35:17.710,2008-09-25T07:00:59.533,Gabriel,21002,21002,1,5,c#,S/MIME libraries for .net?,5667,,
Yes,3,1,,09/24/2008,1,127389,2011-06-24T05:57:07.290,2011-04-06T03:40:30.817,holli,168868,18606,1,2,php,Route-problem regarding Url-encoded Umlauts (using the Zend-framework),1815,,
No,10,10,,09/24/2008,4,127411,2015-12-11T04:00:48.723,2009-04-23T19:38:24.450,Greg,13940,13940,1,16,java,Java annotations for design patterns?,3029,,
Yes,7,0,,09/24/2008,10,127426,2015-12-22T12:56:10.033,2015-12-22T12:56:10.033,,3552770,15622,1,52,c++,"GNU compiler warning ""class has virtual functions but non-virtual destructor""",43133,,
Yes,7,1,,09/24/2008,0,127454,2015-05-28T20:26:47.850,,,0,21674,1,9,python,Contributing to Python,463,,
No,9,1,,09/24/2008,0,127459,2016-01-20T07:05:09.537,2011-08-03T13:57:57.423,user212218,0,2019426,1,3,php,Using shell_exec('passwd') to change a user's password,7346,,
No,9,1,,09/24/2008,55,127498,2015-04-18T17:14:13.593,2008-09-24T15:58:36.800,kaa,2105,2105,1,77,html,What guidelines for HTML email design are there?,21250,,
Yes,6,2,,09/24/2008,0,127514,2013-03-05T05:24:26.633,2013-03-05T05:24:26.633,,1618592,18664,1,10,c++,Resizing Controls in MFC,21171,,
Yes,5,1,,09/24/2008,7,127534,2015-08-12T05:32:51.153,2015-06-06T02:05:14.770,Kev,419,419,1,21,php,Should I allow 'allow_url_fopen' in PHP?,43502,,
No,13,0,2014-08-29T16:53:06.853,09/24/2008,94,127564,2015-03-24T13:56:49.960,2013-07-19T15:14:11.540,,1228,15071,1,45,c++,What is your favourite Windbg tip/trick?,17344,,
Yes,1,0,,09/24/2008,0,127572,2008-09-24T14:50:15.233,,,0,8305,1,3,c#,How do I programmatically close an InfoPath form in C#?,6749,,
Yes,3,0,,09/24/2008,0,127579,2009-02-01T03:41:26.560,2008-09-25T06:49:44.990,joachimk,20227,20227,1,1,c#,WPF locbaml-ed application and runtime language switch?,2053,,
No,4,1,,09/24/2008,0,127587,2013-04-23T09:47:29.173,2013-04-23T09:47:29.173,,1364752,20459,1,1,java,How to use JVLC (Java bindings for VLC)?,15359,,
Yes,1,0,,09/24/2008,0,127599,2008-11-09T21:46:44.780,2008-11-09T21:46:44.780,Ned Batchelder,14343,21693,1,1,c#,Transferring extended ascii characters with unknown encoding to a Twisted XMLRPC from C#,1012,,
Yes,8,0,,09/24/2008,4,127606,2014-02-25T21:20:36.450,2012-03-21T19:05:33.483,Jon Clegg,507544,1489,1,8,python,Editing XML as a dictionary in python?,12556,,
Yes,3,0,,09/24/2008,1,127608,2009-08-04T22:51:41.733,,,0,21661,1,0,c++,What are the access restrictions on accessing a DSN,921,,
No,3,0,,09/24/2008,1,127629,2009-02-02T18:07:18.483,2008-11-07T06:59:24.243,Dmitriy,15962,0,1,1,java,What are the advantages/disadvantages for distributing multi stage tasks via JMS or JavaSpaces?,2271,,
Yes,5,0,,09/24/2008,5,127630,2012-07-23T09:15:00.227,2008-09-24T14:55:27.063,rikh,4012,4012,1,5,mysql,Is there a good tool for MySQL that will help me optimise my queries and index settings?,4420,,
Yes,4,0,,09/24/2008,0,127638,2008-09-24T16:09:23.220,,,0,12529,1,0,php,prevent mime faking on php uploads,538,,
Yes,5,0,,09/24/2008,9,127679,2013-10-23T08:08:25.977,,,0,14059,1,26,mysql,View grants in MySQL,37498,,
Yes,3,0,,09/24/2008,0,127713,2012-03-09T02:54:03.027,2008-11-16T20:56:47.990,Chris Conway,1412,1412,1,0,java,"Why does ""piping"" a CharBuffer hang?",229,,
Yes,2,1,,09/24/2008,0,127736,2008-10-20T17:53:19.683,2008-09-24T16:45:15.783,Tetha,17663,17663,1,2,python,How to implement a Decorator with non-local equality?,489,,
Yes,3,1,,09/24/2008,0,127739,2008-09-24T22:10:05.707,,,0,19087,1,2,php,Can anyone explain this PHP code using json_encode and json_decode?,2379,,
Yes,3,1,,09/24/2008,0,127753,2008-12-01T19:10:48.607,2008-12-01T18:54:20.043,Chris Conway,1412,1412,1,9,java,"Java idiom for ""piping""",2055,,
Yes,3,0,,09/24/2008,8,127761,2015-06-05T21:50:49.173,2015-06-05T21:50:49.173,,4248328,556,1,3,php,Php debugging with Aptana Studio and Xdebug or Zend debugger on OS X,23560,,
Yes,5,0,,09/24/2008,2,127776,2013-06-11T13:36:35.920,2008-09-24T18:12:51.113,sixlettervariables,7116,7116,1,12,c#,Where can you find the C# Language Specifications?,1369,,
No,13,2,,09/24/2008,55,127803,2016-01-15T18:02:05.617,2015-07-23T10:47:16.037,Big 40wt Svetlyak,63550,70293,1,256,python,How to parse an ISO 8601-formatted date in Python?,134298,,
Yes,4,0,,09/24/2008,0,127817,2008-09-24T15:30:26.150,2008-09-24T15:21:04.583,Chris Wenham,5548,7419,1,2,c#,C# 3.0 - Object initializer,606,,
No,5,0,,09/24/2008,0,127867,2009-08-12T19:28:55.933,2009-08-12T19:28:05.077,,21234,21707,1,1,java,Using Blitz implementation of JavaSpaces,863,,
Yes,4,3,,09/24/2008,5,127869,2009-11-10T22:29:40.043,2009-11-10T22:29:40.043,,6088,6088,1,12,java,SAX vs XmlTextReader - SAX in C#,10922,,
Yes,2,0,,09/24/2008,1,127881,2013-01-10T14:37:02.557,2008-09-24T17:28:16.790,Lou Franco,3937,3937,1,0,html,Mouse Scroll Wheel and IFRAME,2617,,
No,2,0,,09/24/2008,1,127899,2008-09-24T15:49:20.053,,,0,1748529,1,0,jquery,Best way to register js for modularity in User Control,1446,,
Yes,3,0,,09/24/2008,1,127912,2012-08-07T07:47:03.770,2008-10-20T16:54:23.580,Tom E,9267,9267,1,3,c#,How to use win32api from IronPython,1646,,
No,11,2,,09/24/2008,5,127914,2010-06-10T23:19:25.033,2008-09-25T11:09:18.923,guigui42,12067,12067,1,7,c#,Compact Framework : any Finger Friendly GUI?,4740,,
Yes,3,0,,09/24/2008,0,127929,2009-10-03T12:02:47.057,2009-10-03T12:02:47.057,,356,20133,1,1,c#,Why Aren't All My WinForm Controls and Forms Localizing?,1006,,
Yes,3,0,,09/24/2008,11,127936,2015-03-06T16:12:20.440,,,0,15570,1,27,c#,Deleting Custom Event Log Source Without Using Code,25580,,
Yes,9,0,,09/24/2008,2,128008,2014-05-02T15:03:53.177,,,0,2443,1,8,java,When using a HashMap are values and keys guaranteed to be in the same order when iterating?,9541,,
Yes,4,0,,09/24/2008,0,128011,2015-06-05T21:49:26.947,2015-06-05T21:49:26.947,,4248328,43,1,0,php,Add dismiss control to session-flash() output in CakePHP,1236,,
Yes,3,0,,09/24/2008,0,128016,2015-05-04T08:19:33.987,2015-05-04T08:19:33.987,,2615793,15649,1,7,java,"Java, Swing: how do I set the maximum width of a JTextField?",36555,,
Yes,10,1,,09/24/2008,21,128038,2015-07-27T17:30:25.093,2015-07-27T17:30:25.093,,3964927,11906,1,63,java,How can I lock a file using java (if possible),86610,,
Yes,6,3,,09/24/2008,5,128039,2015-04-20T12:52:14.350,2008-09-24T16:11:56.100,mrlinx,2731698,2731698,1,13,java,Java Threads priority in Linux,10567,,
Yes,10,0,,09/24/2008,1,128042,2015-10-28T13:51:39.690,,,0,2797,1,9,java,What to do with null fields in compare()?,11500,,
Yes,6,1,,09/24/2008,3,128043,2015-07-09T15:39:50.580,,,0,2204759,1,4,java,Algorithm for merging large files,5223,,
Yes,2,0,,09/24/2008,0,128103,2008-10-23T11:38:52.840,,,0,270,1,0,java,Determining the index of an Item on a Form (J2ME),1515,,
Yes,2,0,,09/24/2008,1,128203,2008-10-17T08:21:35.580,2008-09-29T18:51:27.503,slowplay,20570,20570,1,1,c#,Embedding non-edit widgets in a DataGridView,348,,
No,3,0,,09/24/2008,1,128217,2008-09-25T03:58:52.687,,,0,21745,1,1,c++,Debugging with Events in Windows,1315,,
Yes,5,0,,09/24/2008,0,128241,2008-09-26T19:53:27.507,2008-09-26T19:53:27.520,Chris,2134,5114,1,1,css,Seeking CSS Browser compatibility information for setting width using left and right,1478,,
Yes,1,0,,09/24/2008,0,128243,2008-09-24T16:40:03.317,,,0,1632,1,0,c#,UI Performance with custom border,163,,
No,6,1,,09/24/2008,0,128259,2015-04-24T15:47:38.747,2015-04-24T15:47:38.747,tim.tadh,2932774,14107,1,4,python,What is the best way to store set data in Python?,3541,,
Yes,1,0,,09/24/2008,4,128263,2015-06-05T21:48:47.137,2015-06-05T21:48:47.137,,4248328,0,1,13,php,How do you determine a valid SoapAction?,40703,,
Yes,5,1,,09/24/2008,0,128267,2012-07-26T17:17:35.447,2008-09-25T00:35:42.050,Kris Pruden,16977,16977,1,5,java,Unconditionally execute a task in ant?,3894,,
Yes,1,0,,09/24/2008,0,128274,2015-06-05T21:48:05.857,2015-06-05T21:48:05.857,,4248328,13778,1,2,php,Incorrectly set up APC for PHP?,1730,,
Yes,5,0,,09/24/2008,1,128343,2015-10-28T17:25:08.197,,,0,14755,1,11,c#,Is there a better way to initialize a Hastable in .NET without using Add method?,8736,,
Yes,2,0,,09/24/2008,1,128350,2015-06-05T21:47:00.427,2015-06-05T21:47:00.427,,4248328,13281,1,2,php,PHP: using preg_replace with htmlentities,1855,,
Yes,5,0,,09/24/2008,5,128377,2014-11-20T07:47:04.490,2013-07-23T21:11:06.183,skaffman,472792,15452,1,13,java,What is the 'best' way to do distributed transactions across multiple databases using Spring and Hibernate,16700,,
Yes,5,4,,09/24/2008,1,128443,2008-09-24T20:10:28.333,2008-09-24T17:44:05.020,Shog9,811,21767,1,3,c#,.NET currency formatter: can I specify the use of banker's rounding?,2089,,
Yes,5,0,,09/24/2008,0,128466,2009-01-06T21:34:01.513,2009-01-04T22:52:32.387,Hank Gay,4203,8002,1,7,python,What's the best way to upgrade from Django 0.96 to 1.0?,816,,
Yes,12,0,,09/24/2008,47,128478,2013-07-01T14:41:01.067,2010-04-04T05:12:21.323,Andy Lester,164901,15676,1,169,python,Should Python import statements always be at the top of a module?,32994,,
Yes,3,0,,09/24/2008,0,128512,2008-09-24T18:01:02.607,2008-09-24T18:01:02.623,wnka,815,815,1,1,c#,Compile-time error for NotSupportedException in subclass function,113,,
Yes,1,0,,09/24/2008,3,128513,2008-09-26T18:47:05.793,2008-09-26T18:47:05.793,Chris,2134,17803,1,2,c#,Modify config file based on build constants,544,,
No,9,2,,09/24/2008,1,128537,2015-06-05T21:46:18.887,2015-06-05T21:46:18.887,Chris,4248328,0,1,4,php,PHP Async Web Services,8008,,
Yes,1,0,,09/24/2008,0,128558,2008-09-24T17:41:16.070,,,0,9559,1,0,c#,Is there a way to Categorize my custom controls in the toolbox?,97,,
Yes,17,0,,09/24/2008,53,128560,2015-10-12T07:47:45.767,2014-10-18T11:11:48.133,,632951,3757,1,212,php,"When do I use the PHP constant ""PHP_EOL""?",195068,,
Yes,4,0,,09/24/2008,3,128561,2013-08-09T18:22:11.500,2008-09-26T09:34:55.427,morechilli,5427,5427,1,8,c#,Registering a custom win32 window class from c#,12280,,
No,9,2,,09/24/2008,45,128573,2013-08-23T00:42:28.120,2008-09-24T21:22:24.480,Mark Roddy,9940,9940,1,94,python,Using property() on classmethods,31414,,
Yes,3,0,,09/24/2008,3,128580,2015-03-24T18:42:30.807,2015-03-24T18:42:30.807,,902734,399,1,19,jquery,Parsing XML with namespaces using jQuery $().find,28354,,
Yes,11,2,,09/24/2008,24,128618,2015-12-03T11:02:25.143,2009-11-18T14:52:26.053,Seb Nilsson,2429,2429,1,59,c#,C#: File-size format provider,35405,,
Yes,14,4,,09/24/2008,79,128636,2015-05-18T15:10:43.423,2015-05-18T14:57:32.113,,63550,21244,1,146,c#,".NET data structures: ArrayList, List, HashTable, Dictionary, SortedList, SortedDictionary -- Speed, memory, and when to use each?",101372,,
Yes,1,0,,09/24/2008,0,128658,2009-04-06T07:09:07.163,,,0,16872,1,2,c#,Menu control CSS breaks when inside UpdatePanel,2487,,
No,5,0,,09/24/2008,0,128659,2012-09-26T00:56:36.420,2008-09-24T17:55:54.243,Shog9,811,0,1,0,c#,"AJAX.NET Reorderlist Control - ""It does not a DataSource and does not implement IList.""",3422,,
Yes,7,0,,09/24/2008,2,128674,2012-01-26T13:50:11.110,,,0,5469,1,38,c#,What is the most efficient way to save a byte array as a file on disk in C#?,36051,,
No,4,0,,09/24/2008,0,128689,2009-10-02T06:47:32.370,,,0,8679,1,3,python,Doing CRUD in Turbogears,1290,,
Yes,2,1,,09/24/2008,0,128699,2011-04-23T08:09:50.783,2009-06-17T09:07:32.013,Jasper,56285,18702,1,4,java,Best java open source toolkit to visualize a GML fragment,1589,,
Yes,4,0,,09/24/2008,0,128815,2010-03-04T23:24:10.510,,,0,736,1,1,python,Does Django support multi-value cookies?,1705,,
Yes,19,1,,09/24/2008,33,128818,2016-01-20T10:28:38.330,2011-09-01T20:04:52.937,chakrit,304661,21727,1,132,c#,Why is try {...} finally {...} good, try {...} catch{} bad?,60097,
Yes,2,0,,09/24/2008,0,128857,2015-07-15T10:17:33.563,2015-07-15T10:17:33.563,Geri Langlois,3555000,4888,1,1,c#,Is this a proper way to get a WebProfile?,416,,
Yes,7,0,,09/24/2008,0,128888,2012-07-30T03:59:32.883,,,0,14637,1,5,java,How to compute the hashCode() from the object's address?,1565,,
No,2,0,,09/24/2008,0,128914,2013-06-27T15:06:49.143,2013-06-27T15:06:49.143,,426671,14959,1,0,mysql,"Do you use a query handler? If so, what tasks does it perform for you?",244,,
Yes,12,2,,09/24/2008,67,128923,2016-01-20T15:09:03.940,2016-01-20T15:09:03.940,,3853934,15649,1,210,html,What's the effect of adding 'return false' to an click event listener?,246860,,
Yes,4,1,,09/24/2008,0,128924,2011-10-30T00:53:08.130,2011-10-30T00:53:08.130,Daok,131433,13913,1,1,c#,C# Day from Week picker component,1533,,
Yes,4,2,,09/24/2008,0,128933,2009-01-20T18:42:40.460,2008-09-29T15:17:01.467,Loren Charnley,2346,2346,1,3,python,Perl or Python script to remove user from group,2023,,
Yes,5,2,,09/24/2008,1,128954,2012-04-11T12:25:09.383,2012-04-11T12:25:09.383,brostbeef,949553,16437,1,1,html,Accessing created DOM elements,2741,,
Yes,10,2,2008-09-24T18:36:12.320,09/24/2008,13,128965,2009-03-12T19:51:15.443,2009-03-12T19:51:15.460,Rich B,5640,11995,1,36,mysql,Is there something wrong with joins that don't use the JOIN keyword in SQL or MySQL?,6106,,
Yes,1,0,,09/24/2008,5,128990,2014-05-02T23:40:53.727,2009-08-19T10:38:30.980,,27765,4687,1,26,c#,Absolute URL from base + relative URL in C#,13160,,
No,6,5,,09/24/2008,0,129013,2009-05-12T08:40:56.467,2008-09-24T20:40:39.930,mk,1797,1797,1,2,php,Generated image using PHP and GD is being cut off,2141,,
Yes,10,0,,09/24/2008,16,129023,2015-07-01T06:33:42.453,2015-07-01T06:33:42.453,,1080354,17235,1,43,c#,.NET Integer vs Int16?,18001,,
Yes,3,0,,09/24/2008,0,129034,2008-09-24T18:53:58.080,,,0,8178,1,5,java,looking for Java GUI components / ideas for syntax highlighting,1696,,
Yes,1,0,,09/24/2008,0,129052,2008-09-26T20:37:56.043,2008-09-26T20:37:56.043,ctacke,13154,18169,1,0,c#,Find Processor Type from compact .net 1.0,654,,
Yes,6,3,,09/24/2008,1,129072,2011-04-14T00:15:29.280,,,0,1190,1,11,java,Is it possible to compile a Rails app to a Java VM JAR file?,2275,,
Yes,1,0,2008-09-24T18:53:55.693,09/24/2008,0,129094,2008-09-26T20:35:12.523,2008-09-26T20:35:12.523,ctacke,13154,18169,1,1,c#,Find OS type from .Net CF 1.0,577,,
Yes,6,0,,09/24/2008,21,129144,2013-06-07T20:58:12.580,2013-06-07T20:58:12.580,,1228,9241,1,20,python,"Generic Exception Handling in Python the ""Right Way""",24380,,
Yes,4,0,,09/24/2008,3,129157,2008-10-15T10:40:13.837,2008-10-06T19:31:44.030,anschoewe,21832,21832,1,3,jquery,jQuery JSONP problem in IE6,6756,,
Yes,4,1,,09/24/2008,0,129171,2011-09-28T00:55:08.153,2008-09-24T19:15:29.607,cynicalman,410,21829,1,5,c#,Read data in FileStream into a generic Stream,7133,,
Yes,23,0,,09/24/2008,30,129178,2015-04-19T08:22:39.767,2015-04-19T08:22:39.767,Nils,3970411,21199,1,117,java,Difference between int[] array and int array[],28516,,
Yes,4,0,,09/24/2008,1,129181,2016-01-15T15:04:10.340,,,0,2328,1,25,java,Formatting Timestamps in Java,52490,,
Yes,9,0,,09/24/2008,40,129207,2015-09-16T14:28:01.260,2015-09-16T14:28:01.260,,1858327,14057,1,143,java,Getting Spring Application Context,203872,,
Yes,13,4,,09/24/2008,25,129267,2015-06-28T00:31:31.743,2015-06-28T00:31:31.743,,21234,21234,1,66,java,"Why no static methods in Interfaces, but static fields and inner classes OK? [pre-Java8]",37364,,
Yes,3,1,,09/24/2008,2,129277,2012-11-30T13:24:23.107,2012-11-30T13:24:23.107,,88092,5469,1,18,c#,How do you determine whether or not a given Type (System.Type) inherits from a specific base class (in .Net)?,6259,,
Yes,9,0,,09/24/2008,13,129285,2010-02-26T19:03:14.333,2008-09-24T19:32:54.010,marxidad,1659,16979,1,110,c#,Can attributes be added dynamically in C#?,63102,,
Yes,6,0,,09/24/2008,0,129360,2013-01-24T08:57:19.387,,,0,2656,1,2,jquery,Passing in parameter from html element with jQuery,35337,,
Yes,10,0,,09/24/2008,3,129362,2014-11-07T17:34:22.967,,,0,4794,1,8,c#,Restoring SplitterDistance inside TabControl is inconsistent,5483,,
No,7,0,,09/24/2008,0,129388,2008-09-26T20:11:40.147,2008-09-24T19:48:15.283,Dana,7856,13732,1,1,c#,GetElementsByTagName functionality from .net code-behind page?,2494,,
Yes,11,5,,09/24/2008,158,129389,2015-07-16T08:11:39.287,2015-05-12T22:52:45.773,,179166,18931,1,318,c#,How do you do a deep copy an object in .Net (C# specifically)?,207478,,
Yes,6,0,,09/24/2008,4,129406,2008-09-24T21:05:55.020,,,0,7598,1,6,html,Why is there a gap between my image and its containing box?,4099,,
Yes,7,0,,09/24/2008,2,129417,2008-09-24T19:52:22.887,,,0,20748,1,3,c#,Passing Exceptions to an error screen in ASP.net/C#,2527,,
Yes,7,3,,09/24/2008,0,129451,2016-01-13T01:19:34.037,2016-01-13T01:18:21.267,Scott Rosenbaum,442945,5412,1,0,java,JavaScript or Java String Subtraction,6652,,
Yes,9,2,,09/24/2008,3,129453,2010-04-13T15:29:52.897,2008-09-24T23:02:28.250,Chris Marasti-Georg,96,96,1,19,c#,.NET EventHandlers - Generic or no?,13032,,
Yes,11,0,,09/24/2008,23,129507,2015-06-01T11:50:10.287,2015-01-29T20:00:14.140,Jerub,541136,4766,1,214,python,How do you test that a Python function throws an exception?,81076,,
Yes,2,5,,09/24/2008,1,129544,2008-09-25T14:23:14.760,2008-09-25T07:07:40.923,Mladen Mihajlovic,11421,11421,1,4,c#,What is the best way of handling non-validating SSL certificates in C#,499,,
No,5,2,,09/24/2008,3,129560,2016-03-02T19:52:27.083,2008-11-14T18:01:40.030,Kevin Fairchild,3743,0,1,21,c#,"Sql server real datatype, what is the C# equivalent?",21945,,
No,4,0,,09/24/2008,1,129629,2008-09-24T20:30:11.780,2008-09-24T20:16:21.783,JasonBunting,1790,16684,1,2,c#,How to create a C# Login handler,2164,,
No,5,2,,09/24/2008,2,129642,2014-02-12T12:12:44.930,2012-03-06T05:08:51.457,,790070,20709,1,7,c#,How to play a sound file,4108,,
Yes,3,2,,09/24/2008,2,129650,2009-08-31T20:00:51.347,,,0,14064,1,3,c#,C# + Castle ActiveRecord: HasAndBelongsToMany and collections,2397,,
Yes,6,0,,09/24/2008,1,129651,2008-09-24T21:41:09.880,2008-09-24T21:06:23.160,raldi,7598,7598,1,18,html,How do I keep a DIV from expanding to take up all available width?,14222,,
Yes,13,8,,09/24/2008,369,129677,2016-01-07T14:33:47.153,2016-01-07T14:33:47.153,Till,3664960,10680,1,660,php,What's the best method for sanitizing user input with PHP?,283394,,
Yes,9,0,,09/24/2008,2,129695,2012-07-16T09:19:21.453,,,0,16389,1,3,java,Java: Serializing a huge amount of data to a single file,5656,,
No,1,0,,09/24/2008,0,129731,2008-09-25T07:39:43.140,,,0,7675,1,2,php,Parse Fast Infoset documents in PHP?,479,,
No,5,1,,09/24/2008,2,129746,2014-10-17T13:21:51.593,2014-10-17T13:21:51.593,Jeremy,603516,4419,1,3,java,NPE in JBossWS on JBoss 4.2.2 with jmxremote enabled,11385,,
Yes,2,1,,09/24/2008,0,129808,2010-03-06T04:41:49.763,2010-03-06T04:41:49.763,,164901,0,1,2,c#,How can I schedule a job in Sql Agent (Sql Server 2005) via C# code?,2666,,
Yes,1,0,,09/24/2008,0,129912,2008-09-24T21:48:23.887,,,0,10577,1,0,python,Getting Python to use the ActiveTcl libraries,346,,
Yes,3,0,,09/24/2008,0,129915,2009-06-11T05:44:10.153,2008-09-24T21:44:29.420,Dan Dyer,5171,10597,1,2,java,<ProjectName.ProjectUI sucks as a name for my Netbeans java OS X app,595,,
Yes,3,0,,09/24/2008,0,129917,2009-08-31T08:16:24.597,,,0,9251,1,1,c#,What is the best way to launch a web browser with a custom url from a C# application?,631,,
Yes,1,1,,09/24/2008,0,129919,2012-09-07T15:59:41.217,2012-09-07T15:59:41.217,stukelly,1561378,21880,1,0,c++,Populating a database with file names from directories,938,,
Yes,2,0,,09/24/2008,1,129968,2015-06-10T09:45:35.430,2012-11-20T02:52:18.843,,1794538,21005,1,4,java,How can I convert a JTS-Geometry into an AWT-Shape?,1054,,
No,5,0,,09/24/2008,12,129989,2015-01-14T05:40:25.123,,,0,0,1,19,java,How to call Java code from C#?,22922,,
Yes,3,0,,09/24/2008,1,130032,2008-09-24T21:50:23.617,,,0,4592,1,27,c#,Multi-line string in a PropertyGrid,11590,,
Yes,4,0,,09/24/2008,4,130074,2014-04-25T10:27:41.630,,,0,2900,1,17,python,Is there an inverse function for time.gmtime() that parses a UTC tuple to seconds since the epoch?,8887,,
Yes,14,12,,09/24/2008,65,130117,2015-04-15T20:42:07.097,2008-10-03T06:53:55.527,Martin York,14065,5963,1,144,c++,throwing exceptions out of a destructor,55730,,
Yes,10,0,,09/24/2008,2,130161,2010-07-02T05:22:18.853,,,0,9414,1,14,html,IE6 issues with transparent PNGs,1296,,
Yes,3,0,,09/24/2008,0,130233,2011-11-13T16:51:16.933,2011-11-13T16:51:16.933,,396458,5005,1,1,php,Is it possible to do a SVN export without shell access?,1527,,
Yes,7,0,,09/24/2008,0,130237,2013-01-23T01:22:12.950,,,0,13676,1,5,c++,How to package a Linux binary for my Open Source application?,832,,
Yes,9,0,,09/24/2008,1,130240,2015-06-05T21:44:28.330,2015-06-05T21:44:28.330,,4248328,16292,1,0,php,Can I use a generated variable name in PHP?,1220,,
Yes,9,0,,09/24/2008,2,130262,2012-09-16T14:44:55.353,,,0,5222,1,16,python,How do I efficiently filter computed values within a Python list comprehension?,6149,,
Yes,3,0,,09/24/2008,3,130287,2013-08-28T19:49:34.337,,,0,13744,1,3,c++,streaming wav files,3542,,
Yes,7,0,,09/24/2008,9,130322,2016-02-25T04:42:39.893,2009-10-24T12:58:00.083,Don Kirkby,2095,20229,1,24,c++,How do you pass a member function pointer?,32665,,
Yes,6,0,,09/24/2008,4,130328,2014-01-09T11:41:34.923,,,0,1463,1,39,c#,How do I get the caller's IP address in a WebMethod?,34573,,
Yes,3,0,,09/24/2008,2,130427,2008-09-25T01:31:38.063,,,0,909,1,6,c#,Call a certain method before each webservice call,3458,,
Yes,14,1,,09/24/2008,4,130448,2016-03-04T16:10:28.883,2016-03-04T16:10:28.883,Matt Hinze,996815,5004,1,7,java,Really Young Software Architect,1492,,
Yes,7,0,,09/24/2008,3,130506,2010-06-17T15:16:28.617,2008-09-24T23:24:10.880,Andrew,7613,7613,1,9,java,How many threads should I use in my Java program?,11287,,
Yes,6,0,,09/24/2008,0,130511,2012-01-07T12:12:49.553,,,0,5295,1,1,php,PHP: Current encoding used to send data to the browser,2223,,
Yes,2,1,,09/24/2008,0,130558,2009-03-10T03:00:51.283,2009-03-10T03:00:51.283,Rich B,5640,18313,1,2,c#,Example client implementation for the Service Location Protocol?,1174,,
No,17,12,,09/24/2008,54,130564,2015-12-01T15:53:11.407,2013-12-10T17:17:12.610,John Topley,1708520,4491,1,123,html,I need my html table's body to scroll and its head to stay put,165223,,
Yes,3,0,,09/24/2008,0,130587,2011-01-14T20:28:15.937,2008-09-26T22:36:06.787,jwfearn,10559,10559,1,2,python,"How to pass all Visual Studio 2008 ""Macros"" to Python script?",2806,,
Yes,3,0,,09/24/2008,0,130604,2008-10-18T03:51:58.213,,,0,4694,1,1,c#,Looking for a .NET Function that sums up number and instead of overflowing simply returns int.MaxValue,202,,
Yes,3,0,,09/24/2008,1,130605,2013-12-16T23:48:31.563,2008-10-19T14:50:12.863,Herb Caudill,239663,14072,1,4,c#,Can LINQ (to SQL) do bitwise queries?,3631,,
Yes,6,0,,09/24/2008,0,130614,2008-09-25T03:53:27.410,,,0,18210,1,4,c#,Change cardinality of item in C# dictionary,4423,,
Yes,7,0,,09/24/2008,20,130617,2015-06-25T09:14:53.507,2015-06-25T09:14:53.507,,2723943,1361,1,44,c#,How do you check for permissions to write to a directory or file?,66698,,
Yes,6,1,,09/24/2008,20,130618,2014-10-22T19:44:52.037,2014-10-22T19:44:52.037,,445131,20794,1,54,python,Python Date Comparisons,56335,,
Yes,8,3,,09/24/2008,0,130664,2009-10-23T12:04:06.287,2009-10-23T12:04:06.287,Blorgbeard,49246,14587,1,0,c++,Combining two executables,1341,,
Yes,3,2,,09/25/2008,0,130730,2008-09-25T00:33:14.443,2008-09-25T00:18:33.183,spoon16,3957,3957,1,1,c#,How to unit test immutable class constructors?,887,,
Yes,9,0,,09/25/2008,45,130734,2013-08-15T11:06:06.833,2012-08-10T17:00:54.967,,834176,10098,1,90,html,How can one close HTML tags in Vim quickly?,39226,,
